shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition
SHIP-10966,2025-04-28,WH-Central-Nagpur,Nagpur,Indore,Perishables,408,74568.82,216,Road Freight (Truck),409.24,3,3,On-Time,0,Enterprise,5247,6000,1.75,Clear
SHIP-10967,2025-04-04,WH-South-Bengaluru,Bengaluru,Indore ,Consumer Goods,416,53166.61,2030,Rail Freight,1286.93,12,13,Delayed,1,Enterprise,4956,8500,1.45,Rainy
SHIP-10968,2025-03-03,WH-West-Mumbai,Mumbai,Kochi,Apparel,422,46235.37,1238,Road Freight (Truck),1173.17,6,8,Delayed,2,E-Commerce Retailer,10853,12000,1.61,Rainy
SHIP-10969,2025-07-13,WH-East-Kolkata,Kolkata,Kochi,Apparel,346,17505.02,1469,Road Freight (Truck),1347.85,8,10,Delayed,2,SMB,6079,7500,1.15,Foggy
SHIP-10970,2025-12-01,WH-Central-Nagpur,Nagpur,Kochi,Consumer Goods,144,17112.17,193,Road Freight (Truck),289.04,3,3,On-Time,0,E-Commerce Retailer,5493,6000,1.68,Clear
SHIP-10971,2025-07-22,WH-East-Kolkata,Kolkata,Patna,Apparel,231,45302.01,1479,Rail Freight,945.79,10,11,Delayed,1,SMB,3565,7500,1.31,Clear
SHIP-10972,2025-01-26,WH-Central-Nagpur,Nagpur,Patna,Electronics,165,12712.1,1211,Rail Freight,795.22,9,10,Delayed,1,Enterprise,3472,6000,1.55,Rainy
SHIP-10973,2025-06-22,WH-West-Mumbai,Mumbai,Indore,Electronics,151,2456.57,877,Road Freight (Truck),810.08,5,6,Delayed,1,Enterprise,9580,12000,1.63,Clear
SHIP-10974,2025-10-27,WH-East-Kolkata,Kolkata,Kochi,Industrial Equipment,437,75207.11,2061,Rail Freight,1357.46,12,12,On-Time,0,E-Commerce Retailer,6625,7500,1.25,Clear
SHIP-10975,2025-05-13,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,167,40675.73,1220,Air Cargo,2279.67,5,5,On-Time,0,SMB,5562,12000,1.42,Rainy
SHIP-10976,2025-11-22,WH-East-Kolkata,Kolkata,Coimbatore,Perishables,425,66981.8,327,Road Freight (Truck),504.26,3,3,On-Time,0,Individual,3375,7500,1.45,
SHIP-10977,2025-04-28,WH-East-Kolkata,Kolkata,Bhopal,Electronics,335,14465.85,2027,Air Cargo,3771.63,6,6,On-Time,0,E-Commerce Retailer,4278,7500,1.34,Severe Heat
SHIP-10978,2025-11-20,WH-East-Kolkata,Kolkata,Bhopal ,Apparel,380,34341.47,1909,Road Freight (Truck),1704.77,9,9,On-Time,0,SMB,6381,7500,1.44,Clear
SHIP-10979,2025-10-02,WH-South-Bengaluru,Bengaluru,Patna,Consumer Goods,353,77270.21,1364,Rail Freight,951.73,8,10,Delayed,2,SMB,6889,8500,1.34,Severe Heat
SHIP-10980,2025-07-31,WH-North-Delhi,Delhi,Indore,Electronics,271,18876.1,1405,Rail Freight,913.71,9,9,On-Time,0,Individual,6099,10000,1.37,Clear
SHIP-10981,2025-08-13,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,292,46080.09,529,Road Freight (Truck),586.79,4,4,On-Time,0,E-Commerce Retailer,3833,8500,1.55,Clear
SHIP-10982,2025-01-20,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,347,38040.82,450,Road Freight (Truck),590.16,3,2,Early,0,Enterprise,4264,6000,1.53,Clear
SHIP-10983,2025-04-23,WH-Central-Nagpur,Nagpur,Lucknow,Industrial Equipment,353,22536.68,463,Road Freight (Truck),562.67,4,6,Delayed,2,SMB,3371,6000,1.29,Foggy
SHIP-10984,2025-05-20,WH-North-Delhi,Delhi,Patna,Automotive Parts,238,49063.85,1108,Road Freight (Truck),1022.29,6,9,Delayed,3,E-Commerce Retailer,8004,10000,1.69,Foggy
SHIP-10985,2025-02-16,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,385,72982.66,890,Road Freight (Truck),912.0,5,5,On-Time,0,E-Commerce Retailer,6597,10000,1.67,Clear
SHIP-10986,2025-01-01,WH-North-Delhi,Delhi,Patna,Industrial Equipment,289,49266.96,1963,Rail Freight,1226.22,11,11,On-Time,0,Enterprise,7689,10000,1.46,Clear
SHIP-10987,2025-03-31,WH-East-Kolkata,Kolkata,Lucknow,Apparel,367,25887.85,193,Road Freight (Truck),369.63,2,3,Delayed,1,E-Commerce Retailer,6379,7500,1.41,Rainy
SHIP-10988,2025-05-22,WH-East-Kolkata,Kolkata,Kanpur,Industrial Equipment,299,11360.92,1780,Road Freight (Truck),1566.17,9,9,On-Time,0,Individual,5263,7500,1.38,Clear
SHIP-10989,2025-11-16,WH-North-Delhi,Delhi,Kochi,Consumer Goods,177,26620.35,1843,Road Freight (Truck),1546.88,10,12,Delayed,2,Enterprise,6078,10000,1.57,Foggy
SHIP-10990,2025-02-07,WH-South-Bengaluru,Bengaluru,Indore,Apparel,56,8126.4,373,Road Freight (Truck),391.0,3,4,Delayed,1,E-Commerce Retailer,6899,8500,1.55,Clear
SHIP-10991,2025-10-20,WH-East-Kolkata,Kolkata,Bhopal,Industrial Equipment,212,12565.34,1078,Road Freight (Truck),965.26,7,8,Delayed,1,Enterprise,4309,7500,1.27,
SHIP-10992,2025-05-19,WH-East-Kolkata,Kolkata,Chandigarh,Consumer Goods,223,6292.61,1976,Road Freight (Truck),1694.75,9,10,Delayed,1,Enterprise,6517,7500,1.55,Rainy
SHIP-10993,2025-12-22,WH-South-Bengaluru,Bengaluru,Surat,Industrial Equipment,255,8661.45,939,Road Freight (Truck),886.39,5,6,Delayed,1,Enterprise,4110,8500,1.3,Severe Heat
SHIP-10994,2025-11-29,WH-South-Bengaluru,Bengaluru,Indore,Apparel,33,8193.94,1890,Road Freight (Truck),1513.2,10,11,Delayed,1,Enterprise,7162,8500,1.16,Rainy
SHIP-10995,2025-09-16,WH-South-Bengaluru,Bengaluru,Kochi,Electronics,330,65716.93,1105,Air Cargo,2150.43,3,3,On-Time,0,E-Commerce Retailer,4190,8500,1.57,Clear
SHIP-10996,2025-06-10,WH-West-Mumbai,Mumbai,Lucknow,Electronics,283,65561.78,1905,Air Cargo,3553.81,5,5,On-Time,0,Enterprise,5716,12000,1.54,Clear
SHIP-10997,2025-06-27,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,53,3224.41,451,Road Freight (Truck),418.35,4,9,Delayed,5,Enterprise,5276,8500,1.4,Rainy
SHIP-10998,2025-01-10,WH-South-Bengaluru,Bengaluru,Patna,Apparel,341,82090.16,1541,Road Freight (Truck),1395.4,8,7,Early,0,Enterprise,7646,8500,1.47,Clear
SHIP-10999,2025-09-18,WH-Central-Nagpur,Nagpur,Kanpur,Automotive Parts,322,15624.65,1488,Express Courier,2353.4,6,6,On-Time,0,Enterprise,5473,6000,1.72,Stormy
SHIP-11000,2025-05-18,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,372,50083.93,1727,Air Cargo,3277.44,5,6,Delayed,1,Enterprise,4632,8500,1.51,Rainy
SHIP-11001,2025-06-21,WH-East-Kolkata,Kolkata,Coimbatore,Industrial Equipment,165,34646.45,866,Road Freight (Truck),813.3,6,7,Delayed,1,E-Commerce Retailer,3898,7500,1.54,Clear
SHIP-11002,2025-01-13,WH-North-Delhi,Delhi,Patna,Automotive Parts,389,37812.27,955,Road Freight (Truck),941.91,5,5,On-Time,0,Enterprise,6158,10000,1.19,Clear
SHIP-11003,2025-06-17,WH-West-Mumbai,Mumbai,Indore,Electronics,208,23885.62,1811,Road Freight (Truck),1533.06,9,9,On-Time,0,E-Commerce Retailer,7301,12000,1.25,Clear
SHIP-11004,2025-05-10,WH-North-Delhi,Delhi,Patna,Automotive Parts,416,18771.38,574,Road Freight (Truck),696.11,5,6,Delayed,1,E-Commerce Retailer,8070,10000,1.33,Clear
SHIP-11005,2025-03-25,WH-North-Delhi,Delhi,Indore,Perishables,171,7504.62,2049,Rail Freight,1219.94,12,12,On-Time,0,Enterprise,6586,10000,1.47,Clear
SHIP-11006,2025-11-17,WH-East-Kolkata,Kolkata,Coimbatore,Industrial Equipment,404,64881.81,1258,Rail Freight,941.44,9,10,Delayed,1,E-Commerce Retailer,6124,7500,1.62,Rainy
SHIP-11007,2025-11-15,WH-Central-Nagpur,Nagpur,Jaipur,Industrial Equipment,243,42221.28,432,Road Freight (Truck),493.4,3,3,On-Time,0,Enterprise,4811,6000,1.34,Clear
SHIP-11008,2025-04-11,WH-North-Delhi,Delhi,Bhopal,Perishables,172,33999.78,1137,Express Courier,1782.24,5,5,On-Time,0,Enterprise,7218,10000,1.36,Clear
SHIP-11009,2025-11-25,WH-West-Mumbai,Mumbai,Chandigarh,Apparel,125,18227.54,347,Road Freight (Truck),411.69,3,3,On-Time,0,Enterprise,10101,12000,1.3,Clear
SHIP-11010,2025-09-30,WH-East-Kolkata,Kolkata,Chandigarh,Consumer Goods,102,17008.85,953,Road Freight (Truck),815.08,6,6,On-Time,0,Enterprise,4064,7500,1.3,Clear
SHIP-11011,2025-09-22,WH-North-Delhi,Delhi,Surat,Automotive Parts,51,927.0,977,Road Freight (Truck),811.21,5,5,On-Time,0,SMB,5260,10000,1.72,Clear
SHIP-11012,2025-02-07,WH-South-Bengaluru,Bengaluru,Kochi,Apparel,293,15561.27,1388,Rail Freight,935.19,9,9,On-Time,0,E-Commerce Retailer,6823,8500,1.53,Rainy
SHIP-11013,2025-04-04,WH-East-Kolkata,Kolkata,Jaipur,Apparel,388,95624.53,937,Road Freight (Truck),965.77,5,5,On-Time,0,Enterprise,4237,7500,1.24,Clear
SHIP-11014,2025-04-05,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,219,7196.01,1669,Rail Freight,1010.08,11,12,Delayed,1,E-Commerce Retailer,3836,8500,1.58,Rainy
SHIP-11015,2025-11-01,WH-North-Delhi,Delhi,Patna,Industrial Equipment,215,37520.77,1137,Road Freight (Truck),1031.37,6,9,Delayed,3,Enterprise,8786,10000,1.58,Rainy
SHIP-11016,2025-03-10,WH-West-Mumbai,Mumbai,Kochi,Electronics,229,12910.89,647,Road Freight (Truck),653.75,4,3,Early,0,E-Commerce Retailer,8913,12000,1.55,Severe Heat
SHIP-11017,2025-11-14,WH-East-Kolkata,Kolkata,Jaipur,Perishables,289,53010.94,1069,Express Courier,1737.11,5,5,On-Time,0,Enterprise,4943,7500,1.23,Clear
SHIP-11018,2025-08-24,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,145,26231.62,546,Road Freight (Truck),548.35,4,4,On-Time,0,Enterprise,6724,8500,1.39,Clear
SHIP-11019,2025-11-30,WH-North-Delhi,Delhi,Kanpur,Electronics,115,8054.23,161,Road Freight (Truck),256.09,2,2,On-Time,0,Enterprise,6066,10000,1.21,Clear
SHIP-11020,2025-05-17,WH-East-Kolkata,Kolkata,Kochi,Consumer Goods,127,9952.24,584,Road Freight (Truck),558.22,4,4,On-Time,0,Enterprise,6736,7500,1.64,Clear
SHIP-11021,2025-03-17,WH-North-Delhi,Delhi,Indore,Electronics,246,41542.29,1765,Road Freight (Truck),1531.79,9,13,Delayed,4,SMB,4822,10000,1.54,Stormy
SHIP-11022,2025-02-04,WH-East-Kolkata,Kolkata,Indore,Apparel,318,33921.13,397,Road Freight (Truck),524.89,4,5,Delayed,1,E-Commerce Retailer,5634,7500,1.45,Rainy
SHIP-11023,2025-01-01,WH-North-Delhi,Delhi,Patna,Automotive Parts,397,24105.35,955,Express Courier,1622.21,4,5,Delayed,1,Enterprise,8153,10000,1.36,Rainy
SHIP-11024,2025-10-23,WH-Central-Nagpur,Nagpur,Jaipur,Automotive Parts,109,20376.97,138,Express Courier,281.77,2,2,On-Time,0,E-Commerce Retailer,4022,6000,1.26,Clear
SHIP-11025,2025-11-16,WH-West-Mumbai,Mumbai,Jaipur,Electronics,270,13830.66,185,Road Freight (Truck),330.68,3,4,Delayed,1,E-Commerce Retailer,9658,12000,1.21,Rainy
SHIP-11026,2025-03-01,WH-West-Mumbai,Mumbai,Kochi,Electronics,314,67847.95,286,Road Freight (Truck),428.25,3,3,On-Time,0,E-Commerce Retailer,10627,12000,1.73,Clear
SHIP-11027,2025-11-16,WH-North-Delhi,Delhi,Lucknow,Industrial Equipment,363,49348.88,1728,Express Courier,2689.97,6,7,Delayed,1,Enterprise,7996,10000,1.27,Rainy
SHIP-11028,2025-12-15,WH-West-Mumbai,Mumbai,Kanpur,Perishables,295,11752.69,1139,Road Freight (Truck),1065.58,6,7,Delayed,1,SMB,7144,12000,1.19,Rainy
SHIP-11029,2025-11-24,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,337,60022.06,522,Road Freight (Truck),640.43,5,4,Early,0,Individual,4284,6000,1.73,Clear
SHIP-11030,2025-09-24,WH-Central-Nagpur,Nagpur,Kochi,Consumer Goods,112,15344.37,2055,Rail Freight,1181.57,12,11,Early,0,E-Commerce Retailer,5270,6000,1.48,Clear
SHIP-11031,2025-12-27,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,72,6123.13,1965,Rail Freight,1143.76,12,14,Delayed,2,SMB,7932,12000,1.63,Foggy
SHIP-11032,2025-08-17,WH-West-Mumbai,Mumbai,Surat,Automotive Parts,184,21030.6,528,Road Freight (Truck),558.04,5,5,On-Time,0,Enterprise,9244,12000,1.18,Clear
SHIP-11033,2025-09-27,WH-East-Kolkata,Kolkata,Coimbatore,Apparel,291,24766.83,231,Road Freight (Truck),378.4,3,7,Delayed,4,Enterprise,5015,7500,1.49,Clear
SHIP-11034,2025-11-12,WH-Central-Nagpur,Nagpur,Bhopal, Consumer Goods,302,23196.94,1417,Road Freight (Truck),1290.42,7,7,On-Time,0,SMB,3042,6000,1.39,Clear
SHIP-11035,2025-10-13,WH-South-Bengaluru,Bengaluru,Patna,Consumer Goods,235,12560.28,1550,Rail Freight,1002.75,10,10,On-Time,0,E-Commerce Retailer,4059,8500,1.61,Clear
SHIP-11036,2025-10-18,WH-West-Mumbai,Mumbai,Jaipur,Automotive Parts,16,1604.0,1516,Rail Freight,864.35,9,11,Delayed,2,Enterprise,10770,12000,1.17,Rainy
SHIP-11037,2025-08-01,WH-West-Mumbai,Mumbai,Bhopal,Electronics,136,10061.55,716,Road Freight (Truck),639.71,5,6,Delayed,1,SMB,8854,12000,1.39,Rainy
SHIP-11038,2025-06-14,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,433,76037.88,770,Road Freight (Truck),819.29,6,8,Delayed,2,SMB,4239,8500,1.63,Foggy
SHIP-11039,2025-01-05,WH-North-Delhi,Delhi,Bhopal,Apparel,101,17746.81,1182,Road Freight (Truck),1030.86,7,7,On-Time,0,SMB,8529,10000,1.46,Clear
SHIP-11040,2025-12-05,WH-South-Bengaluru,Bengaluru,Kochi,Electronics,432,57426.82,224,Road Freight (Truck),426.11,2,4,Delayed,2,E-Commerce Retailer,5913,8500,1.48,Rainy
SHIP-11041,2025-03-19,WH-West-Mumbai,Mumbai,Jaipur,Electronics,199,39365.58,443,Road Freight (Truck),481.14,3,5,Delayed,2,E-Commerce Retailer,9753,12000,1.21,Foggy
SHIP-11042,2025-03-03,WH-East-Kolkata,Kolkata,Surat,Industrial Equipment,368,78279.06,1936,Rail Freight,1263.72,12,13,Delayed,1,Enterprise,3821,7500,1.23,Clear
SHIP-11043,2025-05-12,WH-North-Delhi,Delhi,Kochi,Automotive Parts,62,9377.2,1111,Road Freight (Truck),935.85,7,7,On-Time,0,E-Commerce Retailer,8762,10000,1.56,Clear
SHIP-11044,2025-03-30,WH-South-Bengaluru,Bengaluru,Kochi,Automotive Parts,251,40272.89,1557,Road Freight (Truck),1368.79,9,13,Delayed,4,Enterprise,6184,8500,1.56,Stormy
SHIP-11045,2025-08-25,WH-West-Mumbai,Mumbai,Patna,Automotive Parts,141,11488.42,548,Road Freight (Truck),561.02,5,5,On-Time,0,Enterprise,9563,12000,1.74,Clear
SHIP-11046,2025-02-11,WH-South-Bengaluru,Bengaluru,Patna,Apparel,373,84034.76,754,Road Freight (Truck),813.0,6,6,On-Time,0,Enterprise,3950,8500,1.58,Clear
SHIP-11047,2025-03-30,WH-North-Delhi,Delhi,Kanpur,Industrial Equipment,121,2503.3,849,Express Courier,1367.92,4,4,On-Time,0,Enterprise,5981,10000,1.45,Clear
SHIP-11048,2025-10-23,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,418,40513.22,1008,Road Freight (Truck),1026.66,7,7,On-Time,0,Enterprise,4893,8500,1.66,Clear
SHIP-11049,2025-11-24,WH-South-Bengaluru,Bengaluru,Indore,Apparel,16,2953.97,1204,Rail Freight,706.42,9,9,On-Time,0,Enterprise,7618,8500,1.21,Clear
SHIP-11050,2025-10-22,WH-South-Bengaluru,Bengaluru,Lucknow,Perishables,239,8083.23,1755,Road Freight (Truck),1512.1,9,11,Delayed,2,E-Commerce Retailer,4565,8500,1.42,Clear
SHIP-11051,2025-04-14,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,165,9577.4,1450,Air Cargo,2706.95,5,5,On-Time,0,Enterprise,6649,8500,1.32,Rainy
SHIP-11052,2025-01-14,WH-South-Bengaluru,Bengaluru,Jaipur,Consumer Goods,206,31617.32,1497,Road Freight (Truck),1272.19,7,7,On-Time,0,E-Commerce Retailer,3995,8500,1.21,Clear
SHIP-11053,2025-10-15,WH-East-Kolkata,Kolkata,Bhopal,Consumer Goods,332,48670.71,512,Road Freight (Truck),581.07,5,8,Delayed,3,Enterprise,4071,7500,1.61,Foggy
SHIP-11054,2025-06-28,WH-West-Mumbai,Mumbai,Jaipur,Electronics,373,70365.76,323,Road Freight (Truck),484.88,3,3,On-Time,0,Individual,7309,12000,1.46,Clear
SHIP-11055,2025-05-05,WH-East-Kolkata,Kolkata,Jaipur,Electronics,232,47783.64,377,Road Freight (Truck),450.01,3,6,Delayed,3,E-Commerce Retailer,6175,7500,1.48,Severe Heat
SHIP-11056,2025-12-19,WH-West-Mumbai,Mumbai,Lucknow,Automotive Parts,376,17001.29,605,Express Courier,1131.37,4,5,Delayed,1,Enterprise,9855,12000,1.4,Severe Heat
SHIP-11057,2025-01-23,WH-North-Delhi,Delhi,Chandigarh,Perishables,259,5003.76,1660,Rail Freight,1048.55,10,10,On-Time,0,E-Commerce Retailer,8977,10000,1.43,Foggy
SHIP-11058,2025-03-04,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,413,73127.87,565,Road Freight (Truck),681.25,4,4,On-Time,0,SMB,8808,10000,1.22,Stormy
SHIP-11059,2025-05-23,WH-West-Mumbai,Mumbai,Kanpur,Electronics,92,7896.09,1852,Rail Freight,1074.08,12,12,On-Time,0,E-Commerce Retailer,5859,12000,1.55,Rainy
SHIP-11060,2025-06-02,WH-East-Kolkata,Kolkata,Surat,Electronics,249,40364.45,1323,Air Cargo,2500.11,5,8,Delayed,3,SMB,6300,7500,1.41,Stormy
SHIP-11061,2025-05-25,WH-East-Kolkata,Kolkata,Jaipur,Automotive Parts,389,19597.03,1143,Road Freight (Truck),1121.99,7,7,On-Time,0,SMB,4965,7500,1.64,Clear
SHIP-11062,2025-08-13,WH-East-Kolkata,Kolkata,Lucknow,Consumer Goods,404,50590.66,461,Road Freight (Truck),611.83,3,3,On-Time,0,E-Commerce Retailer,6427,7500,1.27,Clear
SHIP-11063,2025-11-05,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,369,49276.19,252,Express Courier,588.69,3,5,Delayed,2,SMB,4181,8500,1.27,Foggy
SHIP-11064,2025-04-14,WH-West-Mumbai,Mumbai,Lucknow,Consumer Goods,332,50627.77,562,Road Freight (Truck),644.68,4,4,On-Time,0,Enterprise,10040,12000,1.54,Clear
SHIP-11065,2025-04-14,WH-North-Delhi,Delhi,Coimbatore,Consumer Goods,272,36881.83,1979,Express Courier,3062.33,7,9,Delayed,2,E-Commerce Retailer,5250,10000,1.66,Foggy
SHIP-11066,2025-02-08,WH-West-Mumbai,Mumbai,Chandigarh,Consumer Goods,416,54698.73,372,Road Freight (Truck),514.7,4,7,Delayed,3,SMB,7282,12000,1.43,Stormy
SHIP-11067,2025-07-17,WH-West-Mumbai,Mumbai,Jaipur,Automotive Parts,198,18452.12,384,Road Freight (Truck),474.42,3,3,On-Time,0,SMB,5562,12000,1.59,Clear
SHIP-11068,2025-05-14,WH-North-Delhi,Delhi,Surat,Apparel,375,11897.76,212,Road Freight (Truck),399.02,2,6,Delayed,4,Enterprise,5081,10000,1.75,Foggy
SHIP-11069,2025-03-08,WH-North-Delhi,Delhi,Bhopal,Apparel,299,10775.14,1805,Road Freight (Truck),1601.42,9,11,Delayed,2,SMB,6594,10000,1.74,Clear
SHIP-11070,2025-06-28,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,371,43383.96,1554,Road Freight (Truck),1428.4,9,11,Delayed,2,Individual,7094,8500,1.6,Clear
SHIP-11071,2025-02-11,WH-East-Kolkata,Kolkata,Coimbatore,Industrial Equipment,412,40627.89,257,Road Freight (Truck),425.11,4,4,On-Time,0,Enterprise,6102,7500,1.59,Clear
SHIP-11072,2025-01-15,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,67,9131.54,1351,Rail Freight,798.35,9,9,On-Time,0,SMB,3363,6000,1.3,Clear
SHIP-11073,2025-04-21,WH-Central-Nagpur,Nagpur,Patna,Electronics,18,1559.47,1121,Air Cargo,2078.52,3,4,Delayed,1,E-Commerce Retailer,3127,6000,1.65,Rainy
SHIP-11074,2025-06-06,WH-South-Bengaluru,Bengaluru,Kochi,Apparel,313,55294.23,1780,Road Freight (Truck),1557.75,9,10,Delayed,1,E-Commerce Retailer,5380,8500,1.39,Rainy
SHIP-11075,2025-10-16,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,124,27035.64,1889,Road Freight (Truck),1568.81,9,11,Delayed,2,SMB,10381,12000,1.73,Clear
SHIP-11076,2025-08-19,WH-South-Bengaluru,Bengaluru,Jaipur,Industrial Equipment,219,18665.99,1716,Road Freight (Truck),1453.2,8,8,On-Time,0,Enterprise,4190,8500,1.2,Foggy
SHIP-11077,2025-06-06,WH-East-Kolkata,Kolkata,Coimbatore,Consumer Goods,50,3017.56,426,Road Freight (Truck),433.54,4,4,On-Time,0,Individual,5288,7500,1.41,Rainy
SHIP-11078,2025-02-07,WH-North-Delhi,Delhi,Lucknow,Perishables,313,13240.66,385,Road Freight (Truck),498.31,3,3,On-Time,0,E-Commerce Retailer,4917,10000,1.48,Clear
SHIP-11079,2025-04-07,WH-West-Mumbai,Mumbai,Indore,Electronics,182,29087.19,765,Road Freight (Truck),758.82,5,5,On-Time,0,Enterprise,8051,12000,1.39,Clear
SHIP-11080,2025-10-16,WH-East-Kolkata,Kolkata,Jaipur,Industrial Equipment,243,28991.4,437,Road Freight (Truck),523.6,4,7,Delayed,3,Enterprise,3821,7500,1.28,Stormy
SHIP-11081,2025-09-11,WH-West-Mumbai,Mumbai,Indore,Apparel,290,17163.27,1256,Road Freight (Truck),1177.89,8,10,Delayed,2,SMB,5853,12000,1.51,Foggy
SHIP-11082,2025-07-15,WH-South-Bengaluru,Bengaluru,Patna,Industrial Equipment,381,64193.6,1020,Road Freight (Truck),1023.85,6,6,On-Time,0,Enterprise,4587,8500,1.6,Clear
SHIP-11083,2025-03-27,WH-South-Bengaluru,Bengaluru,Coimbatore,Consumer Goods,87,4340.74,1521,Express Courier,2296.0,5,5,On-Time,0,Enterprise,4844,8500,1.54,Clear
SHIP-11084,2025-11-18,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,117,16995.5,573,Road Freight (Truck),560.46,4,6,Delayed,2,E-Commerce Retailer,5798,10000,1.29,Foggy
SHIP-11085,2025-01-10,WH-West-Mumbai,Mumbai,Lucknow,Industrial Equipment,290,40275.16,310,Road Freight (Truck),465.03,3,2,Early,0,Enterprise,9039,12000,1.59,Rainy
SHIP-11086,2025-01-05,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,412,77267.94,2034,Rail Freight,1335.18,12,12,On-Time,0,E-Commerce Retailer,5710,12000,1.3,Clear
SHIP-11087,2025-05-03,WH-North-Delhi,Delhi,Kochi,Electronics,48,1341.64,1583,Air Cargo,2843.92,4,5,Delayed,1,Enterprise,4879,10000,1.26,Rainy
SHIP-11088,2025-11-26,WH-North-Delhi,Delhi,Kanpur,Apparel,128,28627.22,1330,Rail Freight,864.37,9,9,On-Time,0,E-Commerce Retailer,5386,10000,1.56,Clear
SHIP-11089,2025-12-19,WH-East-Kolkata,Kolkata,Kanpur,Apparel,344,61989.85,950,Road Freight (Truck),958.68,6,12,Delayed,6,E-Commerce Retailer,6449,7500,1.66,Foggy
SHIP-11090,2025-04-28,WH-West-Mumbai,Mumbai,Bhopal,Consumer Goods,345,22697.42,1510,Road Freight (Truck),1384.94,9,9,On-Time,0,Enterprise,8945,12000,1.44,Clear
SHIP-11091,2025-10-21,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,36,2091.61,1232,Rail Freight,714.86,9,9,On-Time,0,SMB,6742,8500,1.47,Clear
SHIP-11092,2025-06-08,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,113,13157.74,306,Road Freight (Truck),335.5,3,3,On-Time,0,Enterprise,7488,12000,1.33,Clear
SHIP-11093,2025-10-30,WH-Central-Nagpur,Nagpur,Patna,Industrial Equipment,83,17191.61,938,Road Freight (Truck),799.4,5,6,Delayed,1,E-Commerce Retailer,3301,6000,1.45,Severe Heat
SHIP-11094,2025-08-16,WH-West-Mumbai,Mumbai,Lucknow,Apparel,200,42618.65,2089,Express Courier,3186.76,6,5,Early,0,E-Commerce Retailer,5614,12000,1.23,Foggy
SHIP-11095,2025-08-04,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,333,45723.29,1140,Road Freight (Truck),1086.13,6,6,On-Time,0,SMB,8155,12000,1.72,Rainy
SHIP-11096,2025-07-03,WH-Central-Nagpur,Nagpur,Indore,Perishables,156,33897.33,251,Road Freight (Truck),336.63,4,3,Early,0,SMB,4319,6000,1.63,Rainy
SHIP-11097,2025-01-15,WH-East-Kolkata,Kolkata,Coimbatore,Consumer Goods,264,4297.73,991,Road Freight (Truck),941.69,5,5,On-Time,0,Enterprise,6536,7500,1.55,Clear
SHIP-11098,2025-06-06,WH-North-Delhi,Delhi,Bhopal,Electronics,293,6816.95,754,Express Courier,1273.75,3,6,Delayed,3,E-Commerce Retailer,8645,10000,1.47,Stormy
SHIP-11099,2025-05-16,WH-East-Kolkata,Kolkata,Coimbatore,Electronics,222,50899.73,1703,Air Cargo,3171.25,4,4,On-Time,0,SMB,4872,7500,1.63,Clear
SHIP-11100,2025-09-18,WH-West-Mumbai,Mumbai,Bhopal,Consumer Goods,132,26030.8,1943,Rail Freight,1141.83,11,11,On-Time,0,Enterprise,7788,12000,1.45,Foggy
SHIP-11101,2025-06-06,WH-West-Mumbai,Mumbai,Lucknow,Perishables,215,25996.92,1519,Road Freight (Truck),1336.47,9,9,On-Time,0,SMB,6308,12000,1.33,Clear
SHIP-11102,2025-02-16,WH-North-Delhi,Delhi,Surat,Apparel,426,81833.91,810,Express Courier,1405.96,3,3,On-Time,0,Enterprise,5710,10000,1.25,Clear
SHIP-11103,2025-11-20,WH-North-Delhi,Delhi,Bhopal,Consumer Goods,249,59654.24,811,Road Freight (Truck),793.56,6,6,On-Time,0,E-Commerce Retailer,8850,10000,1.54,Clear
SHIP-11104,2025-11-28,WH-East-Kolkata,Kolkata,Lucknow,Consumer Goods,403,79165.74,1242,Road Freight (Truck),1213.37,6,6,On-Time,0,Enterprise,3872,7500,1.71,Foggy
