shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition,delivery_time,cost_per_km,cost_per_shipment,is_delayed,is_on_time,warehouse_utilization,route
SHIP-10928,2025-02-11,WH-South-Bengaluru,Bengaluru,Chandigarh,Industrial Equipment,180,21550.52,1918,Road Freight (Truck),1629.97,9,8,Early,0,Enterprise,6820,8500,1.51,Clear,8,0.8498,1629.97,0,1,80.24,Bengaluru -> Chandigarh
SHIP-10929,2025-04-11,WH-East-Kolkata,Kolkata,Coimbatore,Consumer Goods,24,5411.43,168,Road Freight (Truck),198.27,2,2,On-Time,0,Enterprise,6594,7500,1.24,Rainy,2,1.1802,198.27,0,1,87.92,Kolkata -> Coimbatore
SHIP-10930,2025-01-06,WH-West-Mumbai,Mumbai,Indore,Consumer Goods,220,9822.12,647,Road Freight (Truck),681.18,5,5,On-Time,0,Enterprise,5567,12000,1.63,Clear,5,1.0528,681.18,0,1,46.39,Mumbai -> Indore
SHIP-10931,2025-06-29,WH-North-Delhi,Delhi,Indore,Apparel,57,2506.39,264,Road Freight (Truck),308.11,3,2,Early,0,Enterprise,6229,10000,1.45,Clear,2,1.1671,308.11,0,1,62.29,Delhi -> Indore
SHIP-10932,2025-10-09,WH-North-Delhi,Delhi,Kanpur,Apparel,95,4716.88,1483,Road Freight (Truck),1242.07,7,9,Delayed,2,SMB,5551,10000,1.44,Severe Heat,9,0.8375,1242.07,1,0,55.51,Delhi -> Kanpur
SHIP-10933,2025-11-16,WH-Central-Nagpur,Nagpur,Bhopal,Apparel,158,3474.11,881,Road Freight (Truck),802.06,5,6,Delayed,1,Individual,4998,6000,1.62,Rainy,6,0.9104,802.06,1,0,83.3,Nagpur -> Bhopal
SHIP-10934,2025-08-14,WH-West-Mumbai,Mumbai,Chandigarh,Apparel,197,6275.82,1998,Express Courier,3055.91,6,6,On-Time,0,SMB,10171,12000,1.24,Clear,6,1.5295,3055.91,0,1,84.76,Mumbai -> Chandigarh
SHIP-10935,2025-11-11,WH-East-Kolkata,Kolkata,Kanpur,Electronics,381,64796.45,1497,Road Freight (Truck),1401.91,7,7,On-Time,0,Enterprise,4102,7500,1.45,Clear,7,0.9365,1401.91,0,1,54.69,Kolkata -> Kanpur
SHIP-10936,2025-08-17,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,315,36673.03,1218,Road Freight (Truck),1170.19,6,6,On-Time,0,SMB,6664,8500,1.39,Clear,6,0.9607,1170.19,0,1,78.4,Bengaluru -> Surat
SHIP-10937,2025-10-16,WH-West-Mumbai,Mumbai,Kanpur,Consumer Goods,160,31111.48,1945,Road Freight (Truck),1606.91,10,10,On-Time,0,Enterprise,9527,12000,1.52,Rainy,10,0.8262,1606.91,0,1,79.39,Mumbai -> Kanpur
SHIP-10938,2025-05-30,WH-North-Delhi,Delhi,Coimbatore,Electronics,150,37239.07,1048,Road Freight (Truck),929.24,7,9,Delayed,2,SMB,5332,10000,1.18,Foggy,9,0.8867,929.24,1,0,53.32,Delhi -> Coimbatore
SHIP-10939,2025-10-04,WH-North-Delhi,Delhi,Kochi,Electronics,78,13250.11,913,Road Freight (Truck),793.08,6,6,On-Time,0,SMB,6538,10000,1.6,Rainy,6,0.8687,793.08,0,1,65.38,Delhi -> Kochi
SHIP-10940,2025-07-17,WH-South-Bengaluru,Bengaluru,Lucknow,Apparel,269,7224.55,1721,Road Freight (Truck),1497.66,8,8,On-Time,0,E-Commerce Retailer,6303,8500,1.2,Clear,8,0.8702,1497.66,0,1,74.15,Bengaluru -> Lucknow
SHIP-10941,2025-03-11,WH-East-Kolkata,Kolkata,Bhopal,Apparel,343,13573.29,1780,Rail Freight,1158.23,10,10,On-Time,0,Individual,3466,7500,1.54,Clear,10,0.6507,1158.23,0,1,46.21,Kolkata -> Bhopal
SHIP-10942,2025-04-22,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,18,3996.65,438,Road Freight (Truck),395.37,4,5,Delayed,1,Enterprise,5441,8500,1.16,Severe Heat,5,0.9027,395.37,1,0,64.01,Bengaluru -> Kochi
SHIP-10943,2025-01-04,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,130,18065.0,1230,Rail Freight,772.42,9,9,On-Time,0,SMB,4444,8500,1.65,Severe Heat,9,0.628,772.42,0,1,52.28,Bengaluru -> Kanpur
SHIP-10944,2025-12-16,WH-North-Delhi,Delhi,Chandigarh,Consumer Goods,380,79357.96,1696,Express Courier,2708.35,6,5,Early,0,Individual,7046,10000,1.25,Clear,5,1.5969,2708.35,0,1,70.46,Delhi -> Chandigarh
SHIP-10945,2025-11-27,WH-Central-Nagpur,Nagpur,Lucknow,Electronics,428,92578.07,817,Road Freight (Truck),882.59,6,6,On-Time,0,E-Commerce Retailer,5077,6000,1.46,Clear,6,1.0803,882.59,0,1,84.62,Nagpur -> Lucknow
SHIP-10946,2025-11-14,WH-East-Kolkata,Kolkata,Indore,Apparel,110,25630.39,2009,Road Freight (Truck),1609.15,10,10,On-Time,0,SMB,5224,7500,1.31,Clear,10,0.801,1609.15,0,1,69.65,Kolkata -> Indore
SHIP-10947,2025-12-16,WH-West-Mumbai,Mumbai,Jaipur,Industrial Equipment,158,37637.16,2035,Express Courier,3068.76,7,10,Delayed,3,Individual,5602,12000,1.58,Stormy,10,1.508,3068.76,1,0,46.68,Mumbai -> Jaipur
SHIP-10948,2025-04-05,WH-Central-Nagpur,Nagpur,Lucknow,Industrial Equipment,155,22534.53,966,Road Freight (Truck),854.38,5,6,Delayed,1,Enterprise,2783,6000,1.34,Rainy,6,0.8845,854.38,1,0,46.38,Nagpur -> Lucknow
SHIP-10949,2025-06-01,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,362,34440.59,1921,Rail Freight,1223.32,11,12,Delayed,1,Individual,6243,8500,1.58,Rainy,12,0.6368,1223.32,1,0,73.45,Bengaluru -> Coimbatore
SHIP-10950,2025-11-07,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,252,60741.64,902,Road Freight (Truck),875.76,5,5,On-Time,0,Enterprise,5135,8500,1.32,Clear,5,0.9709,875.76,0,1,60.41,Bengaluru -> Coimbatore
SHIP-10951,2025-05-17,WH-East-Kolkata,Kolkata,Kanpur,Electronics,250,35910.13,161,Road Freight (Truck),324.22,3,3,On-Time,0,SMB,5393,7500,1.6,Clear,3,2.0138,324.22,0,1,71.91,Kolkata -> Kanpur
SHIP-10952,2025-09-04,WH-East-Kolkata,Kolkata,Surat,Consumer Goods,346,10414.39,1236,Road Freight (Truck),1143.36,7,7,On-Time,0,E-Commerce Retailer,3951,7500,1.17,Clear,7,0.925,1143.36,0,1,52.68,Kolkata -> Surat
SHIP-10953,2025-08-31,WH-South-Bengaluru,Bengaluru,Coimbatore,Electronics,52,8634.73,1840,Air Cargo,3319.74,6,9,Delayed,3,Enterprise,6928,8500,1.32,Stormy,9,1.8042,3319.74,1,0,81.51,Bengaluru -> Coimbatore
SHIP-10954,2025-01-31,WH-North-Delhi,Delhi,Coimbatore,Perishables,104,15923.02,1870,Road Freight (Truck),1528.28,9,8,Early,0,SMB,8545,10000,1.45,Clear,8,0.8173,1528.28,0,1,85.45,Delhi -> Coimbatore
SHIP-10955,2025-02-09,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,235,52995.16,1650,Air Cargo,3093.82,4,6,Delayed,2,Enterprise,10415,12000,1.18,Foggy,6,1.875,3093.82,1,0,86.79,Mumbai -> Chandigarh
SHIP-10956,2025-08-17,WH-Central-Nagpur,Nagpur,Kanpur,Electronics,15,2527.48,648,Road Freight (Truck),577.14,5,4,Early,0,Individual,3557,6000,1.26,Clear,4,0.8906,577.14,0,1,59.28,Nagpur -> Kanpur
SHIP-10957,2025-02-05,WH-North-Delhi,Delhi,Lucknow,Automotive Parts,223,21637.09,2099,Rail Freight,1281.83,12,15,Delayed,3,E-Commerce Retailer,7605,10000,1.71,Stormy,15,0.6107,1281.83,1,0,76.05,Delhi -> Lucknow
SHIP-10958,2025-08-11,WH-West-Mumbai,Mumbai,Surat,Perishables,215,52043.55,1408,Rail Freight,894.33,10,12,Delayed,2,E-Commerce Retailer,6973,12000,1.74,Foggy,12,0.6352,894.33,1,0,58.11,Mumbai -> Surat
SHIP-10959,2025-01-06,WH-West-Mumbai,Mumbai,Kochi,Industrial Equipment,76,15456.92,1769,Road Freight (Truck),1428.65,9,9,On-Time,0,SMB,9701,12000,1.59,Clear,9,0.8076,1428.65,0,1,80.84,Mumbai -> Kochi
SHIP-10960,2025-11-18,WH-West-Mumbai,Mumbai,Jaipur,Electronics,405,66075.0,411,Road Freight (Truck),578.57,3,6,Delayed,3,E-Commerce Retailer,6079,12000,1.3,Stormy,6,1.4077,578.57,1,0,50.66,Mumbai -> Jaipur
SHIP-10961,2025-08-08,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,109,9138.28,1088,Road Freight (Truck),970.56,6,5,Early,0,SMB,6872,8500,1.31,Clear,5,0.8921,970.56,0,1,80.85,Bengaluru -> Bhopal
SHIP-10962,2025-03-16,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,21,2158.42,1607,Express Courier,2371.08,5,5,On-Time,0,SMB,3940,6000,1.54,Clear,5,1.4755,2371.08,0,1,65.67,Nagpur -> Indore
SHIP-10963,2025-01-04,WH-North-Delhi,Delhi,Coimbatore,Electronics,246,42420.96,1947,Rail Freight,1219.46,11,11,On-Time,0,E-Commerce Retailer,8521,10000,1.22,Clear,11,0.6263,1219.46,0,1,85.21,Delhi -> Coimbatore
SHIP-10964,2025-12-01,WH-North-Delhi,Delhi,Kanpur,Electronics,331,10564.03,1703,Air Cargo,3224.84,4,5,Delayed,1,SMB,7972,10000,1.72,Stormy,5,1.8936,3224.84,1,0,79.72,Delhi -> Kanpur
SHIP-10965,2025-05-14,WH-North-Delhi,Delhi,Bhopal,Consumer Goods,267,20110.42,1962,Road Freight (Truck),1678.59,9,12,Delayed,3,Enterprise,6269,10000,1.28,Stormy,12,0.8556,1678.59,1,0,62.69,Delhi -> Bhopal
SHIP-10966,2025-04-28,WH-Central-Nagpur,Nagpur,Indore,Perishables,408,74568.82,216,Road Freight (Truck),409.24,3,3,On-Time,0,Enterprise,5247,6000,1.75,Clear,3,1.8946,409.24,0,1,87.45,Nagpur -> Indore
SHIP-10967,2025-04-04,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,416,53166.61,2030,Rail Freight,1286.93,12,13,Delayed,1,Enterprise,4956,8500,1.45,Rainy,13,0.634,1286.93,1,0,58.31,Bengaluru -> Indore
SHIP-10968,2025-03-03,WH-West-Mumbai,Mumbai,Kochi,Apparel,422,46235.37,1238,Road Freight (Truck),1173.17,6,8,Delayed,2,E-Commerce Retailer,10853,12000,1.61,Rainy,8,0.9476,1173.17,1,0,90.44,Mumbai -> Kochi
SHIP-10969,2025-07-13,WH-East-Kolkata,Kolkata,Kochi,Apparel,346,17505.02,1469,Road Freight (Truck),1347.85,8,10,Delayed,2,SMB,6079,7500,1.15,Foggy,10,0.9175,1347.85,1,0,81.05,Kolkata -> Kochi
SHIP-10970,2025-12-01,WH-Central-Nagpur,Nagpur,Kochi,Consumer Goods,144,17112.17,193,Road Freight (Truck),289.04,3,3,On-Time,0,E-Commerce Retailer,5493,6000,1.68,Clear,3,1.4976,289.04,0,1,91.55,Nagpur -> Kochi
SHIP-10971,2025-07-22,WH-East-Kolkata,Kolkata,Patna,Apparel,231,45302.01,1479,Rail Freight,945.79,10,11,Delayed,1,SMB,3565,7500,1.31,Clear,11,0.6395,945.79,1,0,47.53,Kolkata -> Patna
SHIP-10972,2025-01-26,WH-Central-Nagpur,Nagpur,Patna,Electronics,165,12712.1,1211,Rail Freight,795.22,9,10,Delayed,1,Enterprise,3472,6000,1.55,Rainy,10,0.6567,795.22,1,0,57.87,Nagpur -> Patna
SHIP-10973,2025-06-22,WH-West-Mumbai,Mumbai,Indore,Electronics,151,2456.57,877,Road Freight (Truck),810.08,5,6,Delayed,1,Enterprise,9580,12000,1.63,Clear,6,0.9237,810.08,1,0,79.83,Mumbai -> Indore
SHIP-10974,2025-10-27,WH-East-Kolkata,Kolkata,Kochi,Industrial Equipment,437,75207.11,2061,Rail Freight,1357.46,12,12,On-Time,0,E-Commerce Retailer,6625,7500,1.25,Clear,12,0.6586,1357.46,0,1,88.33,Kolkata -> Kochi
SHIP-10975,2025-05-13,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,167,40675.73,1220,Air Cargo,2279.67,5,5,On-Time,0,SMB,5562,12000,1.42,Rainy,5,1.8686,2279.67,0,1,46.35,Mumbai -> Chandigarh
SHIP-10976,2025-11-22,WH-East-Kolkata,Kolkata,Coimbatore,Perishables,425,66981.8,327,Road Freight (Truck),504.26,3,3,On-Time,0,Individual,3375,7500,1.45,Clear,3,1.5421,504.26,0,1,45.0,Kolkata -> Coimbatore
SHIP-10977,2025-04-28,WH-East-Kolkata,Kolkata,Bhopal,Electronics,335,14465.85,2027,Air Cargo,3771.63,6,6,On-Time,0,E-Commerce Retailer,4278,7500,1.34,Severe Heat,6,1.8607,3771.63,0,1,57.04,Kolkata -> Bhopal
SHIP-10978,2025-11-20,WH-East-Kolkata,Kolkata,Bhopal,Apparel,380,34341.47,1909,Road Freight (Truck),1704.77,9,9,On-Time,0,SMB,6381,7500,1.44,Clear,9,0.893,1704.77,0,1,85.08,Kolkata -> Bhopal
SHIP-10979,2025-10-02,WH-South-Bengaluru,Bengaluru,Patna,Consumer Goods,353,77270.21,1364,Rail Freight,951.73,8,10,Delayed,2,SMB,6889,8500,1.34,Severe Heat,10,0.6977,951.73,1,0,81.05,Bengaluru -> Patna
SHIP-10980,2025-07-31,WH-North-Delhi,Delhi,Indore,Electronics,271,18876.1,1405,Rail Freight,913.71,9,9,On-Time,0,Individual,6099,10000,1.37,Clear,9,0.6503,913.71,0,1,60.99,Delhi -> Indore
SHIP-10981,2025-08-13,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,292,46080.09,529,Road Freight (Truck),586.79,4,4,On-Time,0,E-Commerce Retailer,3833,8500,1.55,Clear,4,1.1092,586.79,0,1,45.09,Bengaluru -> Kanpur
SHIP-10982,2025-01-20,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,347,38040.82,450,Road Freight (Truck),590.16,3,2,Early,0,Enterprise,4264,6000,1.53,Clear,2,1.3115,590.16,0,1,71.07,Nagpur -> Lucknow
SHIP-10983,2025-04-23,WH-Central-Nagpur,Nagpur,Lucknow,Industrial Equipment,353,22536.68,463,Road Freight (Truck),562.67,4,6,Delayed,2,SMB,3371,6000,1.29,Foggy,6,1.2153,562.67,1,0,56.18,Nagpur -> Lucknow
SHIP-10984,2025-05-20,WH-North-Delhi,Delhi,Patna,Automotive Parts,238,49063.85,1108,Road Freight (Truck),1022.29,6,9,Delayed,3,E-Commerce Retailer,8004,10000,1.69,Foggy,9,0.9226,1022.29,1,0,80.04,Delhi -> Patna
SHIP-10985,2025-02-16,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,385,72982.66,890,Road Freight (Truck),912.0,5,5,On-Time,0,E-Commerce Retailer,6597,10000,1.67,Clear,5,1.0247,912.0,0,1,65.97,Delhi -> Kanpur
SHIP-10986,2025-01-01,WH-North-Delhi,Delhi,Patna,Industrial Equipment,289,49266.96,1963,Rail Freight,1226.22,11,11,On-Time,0,Enterprise,7689,10000,1.46,Clear,11,0.6247,1226.22,0,1,76.89,Delhi -> Patna
SHIP-10987,2025-03-31,WH-East-Kolkata,Kolkata,Lucknow,Apparel,367,25887.85,193,Road Freight (Truck),369.63,2,3,Delayed,1,E-Commerce Retailer,6379,7500,1.41,Rainy,3,1.9152,369.63,1,0,85.05,Kolkata -> Lucknow
SHIP-10988,2025-05-22,WH-East-Kolkata,Kolkata,Kanpur,Industrial Equipment,299,11360.92,1780,Road Freight (Truck),1566.17,9,9,On-Time,0,Individual,5263,7500,1.38,Clear,9,0.8799,1566.17,0,1,70.17,Kolkata -> Kanpur
SHIP-10989,2025-11-16,WH-North-Delhi,Delhi,Kochi,Consumer Goods,177,26620.35,1843,Road Freight (Truck),1546.88,10,12,Delayed,2,Enterprise,6078,10000,1.57,Foggy,12,0.8393,1546.88,1,0,60.78,Delhi -> Kochi
SHIP-10990,2025-02-07,WH-South-Bengaluru,Bengaluru,Indore,Apparel,56,8126.4,373,Road Freight (Truck),391.0,3,4,Delayed,1,E-Commerce Retailer,6899,8500,1.55,Clear,4,1.0483,391.0,1,0,81.16,Bengaluru -> Indore
SHIP-10991,2025-10-20,WH-East-Kolkata,Kolkata,Bhopal,Industrial Equipment,212,12565.34,1078,Road Freight (Truck),965.26,7,8,Delayed,1,Enterprise,4309,7500,1.27,Clear,8,0.8954,965.26,1,0,57.45,Kolkata -> Bhopal
SHIP-10992,2025-05-19,WH-East-Kolkata,Kolkata,Chandigarh,Consumer Goods,223,6292.61,1976,Road Freight (Truck),1694.75,9,10,Delayed,1,Enterprise,6517,7500,1.55,Rainy,10,0.8577,1694.75,1,0,86.89,Kolkata -> Chandigarh
SHIP-10993,2025-12-22,WH-South-Bengaluru,Bengaluru,Surat,Industrial Equipment,255,8661.45,939,Road Freight (Truck),886.39,5,6,Delayed,1,Enterprise,4110,8500,1.3,Severe Heat,6,0.944,886.39,1,0,48.35,Bengaluru -> Surat
SHIP-10994,2025-11-29,WH-South-Bengaluru,Bengaluru,Indore,Apparel,33,8193.94,1890,Road Freight (Truck),1513.2,10,11,Delayed,1,Enterprise,7162,8500,1.16,Rainy,11,0.8006,1513.2,1,0,84.26,Bengaluru -> Indore
SHIP-10995,2025-09-16,WH-South-Bengaluru,Bengaluru,Kochi,Electronics,330,65716.93,1105,Air Cargo,2150.43,3,3,On-Time,0,E-Commerce Retailer,4190,8500,1.57,Clear,3,1.9461,2150.43,0,1,49.29,Bengaluru -> Kochi
SHIP-10996,2025-06-10,WH-West-Mumbai,Mumbai,Lucknow,Electronics,283,65561.78,1905,Air Cargo,3553.81,5,5,On-Time,0,Enterprise,5716,12000,1.54,Clear,5,1.8655,3553.81,0,1,47.63,Mumbai -> Lucknow
SHIP-10997,2025-06-27,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,53,3224.41,451,Road Freight (Truck),418.35,4,9,Delayed,5,Enterprise,5276,8500,1.4,Rainy,9,0.9276,418.35,1,0,62.07,Bengaluru -> Kochi
SHIP-10998,2025-01-10,WH-South-Bengaluru,Bengaluru,Patna,Apparel,341,82090.16,1541,Road Freight (Truck),1395.4,8,7,Early,0,Enterprise,7646,8500,1.47,Clear,7,0.9055,1395.4,0,1,89.95,Bengaluru -> Patna
SHIP-10999,2025-09-18,WH-Central-Nagpur,Nagpur,Kanpur,Automotive Parts,322,15624.65,1488,Express Courier,2353.4,6,6,On-Time,0,Enterprise,5473,6000,1.72,Stormy,6,1.5816,2353.4,0,1,91.22,Nagpur -> Kanpur
SHIP-11000,2025-05-18,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,372,50083.93,1727,Air Cargo,3277.44,5,6,Delayed,1,Enterprise,4632,8500,1.51,Rainy,6,1.8978,3277.44,1,0,54.49,Bengaluru -> Bhopal
SHIP-11001,2025-06-21,WH-East-Kolkata,Kolkata,Coimbatore,Industrial Equipment,165,34646.45,866,Road Freight (Truck),813.3,6,7,Delayed,1,E-Commerce Retailer,3898,7500,1.54,Clear,7,0.9391,813.3,1,0,51.97,Kolkata -> Coimbatore
SHIP-11002,2025-01-13,WH-North-Delhi,Delhi,Patna,Automotive Parts,389,37812.27,955,Road Freight (Truck),941.91,5,5,On-Time,0,Enterprise,6158,10000,1.19,Clear,5,0.9863,941.91,0,1,61.58,Delhi -> Patna
SHIP-11003,2025-06-17,WH-West-Mumbai,Mumbai,Indore,Electronics,208,23885.62,1811,Road Freight (Truck),1533.06,9,9,On-Time,0,E-Commerce Retailer,7301,12000,1.25,Clear,9,0.8465,1533.06,0,1,60.84,Mumbai -> Indore
SHIP-11004,2025-05-10,WH-North-Delhi,Delhi,Patna,Automotive Parts,416,18771.38,574,Road Freight (Truck),696.11,5,6,Delayed,1,E-Commerce Retailer,8070,10000,1.33,Clear,6,1.2127,696.11,1,0,80.7,Delhi -> Patna
SHIP-11005,2025-03-25,WH-North-Delhi,Delhi,Indore,Perishables,171,7504.62,2049,Rail Freight,1219.94,12,12,On-Time,0,Enterprise,6586,10000,1.47,Clear,12,0.5954,1219.94,0,1,65.86,Delhi -> Indore
SHIP-11006,2025-11-17,WH-East-Kolkata,Kolkata,Coimbatore,Industrial Equipment,404,64881.81,1258,Rail Freight,941.44,9,10,Delayed,1,E-Commerce Retailer,6124,7500,1.62,Rainy,10,0.7484,941.44,1,0,81.65,Kolkata -> Coimbatore
SHIP-11007,2025-11-15,WH-Central-Nagpur,Nagpur,Jaipur,Industrial Equipment,243,42221.28,432,Road Freight (Truck),493.4,3,3,On-Time,0,Enterprise,4811,6000,1.34,Clear,3,1.1421,493.4,0,1,80.18,Nagpur -> Jaipur
SHIP-11008,2025-04-11,WH-North-Delhi,Delhi,Bhopal,Perishables,172,33999.78,1137,Express Courier,1782.24,5,5,On-Time,0,Enterprise,7218,10000,1.36,Clear,5,1.5675,1782.24,0,1,72.18,Delhi -> Bhopal
SHIP-11009,2025-11-25,WH-West-Mumbai,Mumbai,Chandigarh,Apparel,125,18227.54,347,Road Freight (Truck),411.69,3,3,On-Time,0,Enterprise,10101,12000,1.3,Clear,3,1.1864,411.69,0,1,84.18,Mumbai -> Chandigarh
SHIP-11010,2025-09-30,WH-East-Kolkata,Kolkata,Chandigarh,Consumer Goods,102,17008.85,953,Road Freight (Truck),815.08,6,6,On-Time,0,Enterprise,4064,7500,1.3,Clear,6,0.8553,815.08,0,1,54.19,Kolkata -> Chandigarh
SHIP-11011,2025-09-22,WH-North-Delhi,Delhi,Surat,Automotive Parts,51,927.0,977,Road Freight (Truck),811.21,5,5,On-Time,0,SMB,5260,10000,1.72,Clear,5,0.8303,811.21,0,1,52.6,Delhi -> Surat
SHIP-11012,2025-02-07,WH-South-Bengaluru,Bengaluru,Kochi,Apparel,293,15561.27,1388,Rail Freight,935.19,9,9,On-Time,0,E-Commerce Retailer,6823,8500,1.53,Rainy,9,0.6738,935.19,0,1,80.27,Bengaluru -> Kochi
SHIP-11013,2025-04-04,WH-East-Kolkata,Kolkata,Jaipur,Apparel,388,95624.53,937,Road Freight (Truck),965.77,5,5,On-Time,0,Enterprise,4237,7500,1.24,Clear,5,1.0307,965.77,0,1,56.49,Kolkata -> Jaipur
SHIP-11014,2025-04-05,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,219,7196.01,1669,Rail Freight,1010.08,11,12,Delayed,1,E-Commerce Retailer,3836,8500,1.58,Rainy,12,0.6052,1010.08,1,0,45.13,Bengaluru -> Chandigarh
SHIP-11015,2025-11-01,WH-North-Delhi,Delhi,Patna,Industrial Equipment,215,37520.77,1137,Road Freight (Truck),1031.37,6,9,Delayed,3,Enterprise,8786,10000,1.58,Rainy,9,0.9071,1031.37,1,0,87.86,Delhi -> Patna
SHIP-11016,2025-03-10,WH-West-Mumbai,Mumbai,Kochi,Electronics,229,12910.89,647,Road Freight (Truck),653.75,4,3,Early,0,E-Commerce Retailer,8913,12000,1.55,Severe Heat,3,1.0104,653.75,0,1,74.28,Mumbai -> Kochi
SHIP-11017,2025-11-14,WH-East-Kolkata,Kolkata,Jaipur,Perishables,289,53010.94,1069,Express Courier,1737.11,5,5,On-Time,0,Enterprise,4943,7500,1.23,Clear,5,1.625,1737.11,0,1,65.91,Kolkata -> Jaipur
SHIP-11018,2025-08-24,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,145,26231.62,546,Road Freight (Truck),548.35,4,4,On-Time,0,Enterprise,6724,8500,1.39,Clear,4,1.0043,548.35,0,1,79.11,Bengaluru -> Kanpur
SHIP-11019,2025-11-30,WH-North-Delhi,Delhi,Kanpur,Electronics,115,8054.23,161,Road Freight (Truck),256.09,2,2,On-Time,0,Enterprise,6066,10000,1.21,Clear,2,1.5906,256.09,0,1,60.66,Delhi -> Kanpur
SHIP-11020,2025-05-17,WH-East-Kolkata,Kolkata,Kochi,Consumer Goods,127,9952.24,584,Road Freight (Truck),558.22,4,4,On-Time,0,Enterprise,6736,7500,1.64,Clear,4,0.9559,558.22,0,1,89.81,Kolkata -> Kochi
SHIP-11021,2025-03-17,WH-North-Delhi,Delhi,Indore,Electronics,246,41542.29,1765,Road Freight (Truck),1531.79,9,13,Delayed,4,SMB,4822,10000,1.54,Stormy,13,0.8679,1531.79,1,0,48.22,Delhi -> Indore
SHIP-11022,2025-02-04,WH-East-Kolkata,Kolkata,Indore,Apparel,318,33921.13,397,Road Freight (Truck),524.89,4,5,Delayed,1,E-Commerce Retailer,5634,7500,1.45,Rainy,5,1.3221,524.89,1,0,75.12,Kolkata -> Indore
SHIP-11023,2025-01-01,WH-North-Delhi,Delhi,Patna,Automotive Parts,397,24105.35,955,Express Courier,1622.21,4,5,Delayed,1,Enterprise,8153,10000,1.36,Rainy,5,1.6986,1622.21,1,0,81.53,Delhi -> Patna
SHIP-11024,2025-10-23,WH-Central-Nagpur,Nagpur,Jaipur,Automotive Parts,109,20376.97,138,Express Courier,281.77,2,2,On-Time,0,E-Commerce Retailer,4022,6000,1.26,Clear,2,2.0418,281.77,0,1,67.03,Nagpur -> Jaipur
SHIP-11025,2025-11-16,WH-West-Mumbai,Mumbai,Jaipur,Electronics,270,13830.66,185,Road Freight (Truck),330.68,3,4,Delayed,1,E-Commerce Retailer,9658,12000,1.21,Rainy,4,1.7875,330.68,1,0,80.48,Mumbai -> Jaipur
SHIP-11026,2025-03-01,WH-West-Mumbai,Mumbai,Kochi,Electronics,314,67847.95,286,Road Freight (Truck),428.25,3,3,On-Time,0,E-Commerce Retailer,10627,12000,1.73,Clear,3,1.4974,428.25,0,1,88.56,Mumbai -> Kochi
SHIP-11027,2025-11-16,WH-North-Delhi,Delhi,Lucknow,Industrial Equipment,363,49348.88,1728,Express Courier,2689.97,6,7,Delayed,1,Enterprise,7996,10000,1.27,Rainy,7,1.5567,2689.97,1,0,79.96,Delhi -> Lucknow
SHIP-11028,2025-12-15,WH-West-Mumbai,Mumbai,Kanpur,Perishables,295,11752.69,1139,Road Freight (Truck),1065.58,6,7,Delayed,1,SMB,7144,12000,1.19,Rainy,7,0.9355,1065.58,1,0,59.53,Mumbai -> Kanpur
SHIP-11029,2025-11-24,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,337,60022.06,522,Road Freight (Truck),640.43,5,4,Early,0,Individual,4284,6000,1.73,Clear,4,1.2269,640.43,0,1,71.4,Nagpur -> Jaipur
SHIP-11030,2025-09-24,WH-Central-Nagpur,Nagpur,Kochi,Consumer Goods,112,15344.37,2055,Rail Freight,1181.57,12,11,Early,0,E-Commerce Retailer,5270,6000,1.48,Clear,11,0.575,1181.57,0,1,87.83,Nagpur -> Kochi
SHIP-11031,2025-12-27,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,72,6123.13,1965,Rail Freight,1143.76,12,14,Delayed,2,SMB,7932,12000,1.63,Foggy,14,0.5821,1143.76,1,0,66.1,Mumbai -> Coimbatore
SHIP-11032,2025-08-17,WH-West-Mumbai,Mumbai,Surat,Automotive Parts,184,21030.6,528,Road Freight (Truck),558.04,5,5,On-Time,0,Enterprise,9244,12000,1.18,Clear,5,1.0569,558.04,0,1,77.03,Mumbai -> Surat
